"title","totalScore","reviewsCount","price","street","city","categoryName","rank","popularTimesLiveText"
"Restaurant Seepromenade Meersburg","4.8","746","€20–40","Seepromenade 14","Meersburg","Restaurant","160",
"Hotel Seehof","4.5","516","£117","Seefelder Str. 8","Uhldingen-Mühlhofen","Hotel","151",
"Restaurant Brünnle","4.4","102","€10–20","Montfortstraße 34","Tettnang","Restaurant","80","Now: Usually not too busy"
"Duk Duk Thai Imbiss","4.5","342","€10–20","Hauptstraße 27","Meckenbeuren","Snack bar","150",
"Mediterra: Hotel | Restaurant | Pizzeria","4.5","228",,"Seefelder Str. 2","Uhldingen-Mühlhofen","Restaurant","156",
"Burger King Friedrichshafen","3.3","1263","€10–20","Meistershofener Str. 14","Friedrichshafen","Fast food restaurant","149","Less busy than usual"
"Hotel Restaurant Rebstöckle Hagnau am Bodensee","4.7","359","€30–40","Seestraße 10","Hagnau am Bodensee","German restaurant","147",
"Schützen","4.6","106","$106","Daisendorfer Str. 7","Meersburg","Hotel","152",
"CONO PIZZA","3.8","327","€10–20","Ailinger Str. 93","Friedrichshafen","Pizza delivery","146","Now: Usually a little busy"
"Hotel Engel","4.5","671","$137","Marktpl. 3","Langenargen","Hotel","144",
"Restaurant DSMC Clubhaus","4.5","67","€20–30","Hafenstraße 7","Konstanz","Restaurant","143",
"Rothaus Seeterrassen","2.1","34","€10–20","Insel Mainau 1","Konstanz","Fast food restaurant","142",
"Star Restaurant und Pizzeria","4.3","546","€10–20","Bahnhofstraße 1","Meckenbeuren","Pizza restaurant","148","Less busy than usual"
"Restaurant KREA GmbH - NEW STYLE SUSHI","4.8","253","$$$","Montfortstraße 7","Tettnang","Sushi restaurant","135",
"Bodensee Hotel Restaurant Storchen Uhldingen","4.7","553","£105","Aachstraße 17","Uhldingen-Mühlhofen","Restaurant","137","Less busy than usual"
"Restaurant Klein und Fein","4.2","146","€10–20","Tavernengasse 6","Oberteuringen","Italian restaurant","145",
"Bieggers Hopfenstube - Restaurant Hofladen Obsthof im Herzen Oberschwabens","4.6","1198","€10–20","Schwarzenbach 21","Meckenbeuren","Restaurant","132",
"Restaurant Bürgerstuben","4.4","367","€20–30","Bahnhofstraße 21","Markdorf","German restaurant","131",
"CARALEON Hotel Restaurant - Wasserburg","4.5","174","$138","Halbinselstraße 70","Wasserburg am Bodensee","Hotel","140",
"Wirtshaus an der Rotach","4.7","240","€20–30","Augustin-Bea-Straße 17","Oberteuringen","German restaurant","127",
"China-Restaurant Peking","4.2","445","€10–20","Riedleparkstraße 11","Friedrichshafen","Chinese restaurant","128","Not too busy"
"Wirthshof Restaurant Hofmeisterei | Hofschenke | Markdorf | Bodensee","4.7","303","$","Steibensteg 10","Markdorf","German restaurant","126",
"LSC Restaurant","4.3","879","€10–20","Am Flugpl. 70","Friedrichshafen","Italian restaurant","130",
"Restaurant Comturey","4.1","283","$$","Insel Mainau, Hortensienweg","Konstanz","Restaurant","124",
"Restaurant Lichtblick Restauration","4.7","415","€20–30","Marktstraße 10","Markdorf","German restaurant","119",
"Restaurant Waldhorn",,"0",,"Dornierstraße 2","Friedrichshafen","Restaurant","117",
"XXXL Restaurant Friedrichshafen","3.8","352","€10–20","Ailinger Str. 111","Friedrichshafen","Restaurant","134",
"Hotel-Restaurant Alpha","4.6","1506","$62","Ittenhauser Str. 16","Friedrichshafen","Greek restaurant","115",
"Walserhof","4.6","563",,"Nonnenhorner Str. 15","Wasserburg am Bodensee","Hotel","114",
"China Schloß Restaurant 豪苑酒楼","4.5","377","€20–30","Karlstraße 3","Tettnang","Chinese restaurant","112",
"Restaurant Café Bar Bistro ""Ahoi"" Bodensee","3.5","44",,"Im Wassersportzentrum 12","Kressbronn am Bodensee","Restaurant","118",
"Forum Restaurant",,"0",,"Werastraße 22","Friedrichshafen","Restaurant","109",
"Bangkok Restaurant","4","113","€10–20","Charlottenstraße 12/1","Friedrichshafen","Thai restaurant","108",
"Der Löwen Hotel Restaurant Bäckerei Café","4.5","541","$82","Hansjakobstraße 2","Hagnau am Bodensee","Restaurant","107",
"Laguna Spanisches Tapas Restaurant","4.6","383","€20–30","Friedrichstraße 18","Friedrichshafen","Spanish restaurant","129",
"Hotel-Restaurant Jägerhaus","4.6","630","£120","Madenreute 13","Meckenbeuren","Hotel","106",
"Restaurant Feriendorf Ravensburger Spieleland","2.3","53","€10–20","Am Hangenwald 3","Meckenbeuren","Restaurant","111","Now: Usually not busy"
"Restaurant Valentino","3.6","601","€10–20","Seepromenade 10","Meersburg","Italian restaurant","104","Now: Usually a little busy"
"Restaurant Das Haus Bonanza (Burger, Schnitzel, Steak, Balkan Spezialitäten)","4.5","498","€20–30","Spanierstraße 16","Konstanz","German restaurant","103",
"Hotel Lipprandt","4.7","352","$167","Halbinselstraße 62-67","Wasserburg am Bodensee","Hotel","113",
"Restaurant Zur Wendelgard","4.4","768","€20–30","Inselgasse 5","Konstanz","German restaurant","101",
"Michiko – Asian Dining & Sushi Lounge","4.3","458","€10–20","Zähringerpl. 9","Konstanz","Sushi restaurant","105","Not busy"
"Hotel und Restaurant Bengel","4","205","£108","Unterstadtstraße 30","Meersburg","Hotel","99",
"Eiscafe Museo","3","721","€10–20","Buchhornpl. 8","Friedrichshafen","Restaurant","98","Now: Usually a little busy"
"Hotel DreiKönig & Restaurant See-Gourmet","4.3","527","$105","Hauptstraße 18","Hagnau am Bodensee","Hotel","96",
"Droste-Café Restaurant Bar PIZZERIA","4.1","1194","€20–30","Seepromenade 9","Meersburg","Italian restaurant","95","Less busy than usual"
"Restaurant Jägerhof","4.6","871","€20–30","Gebhardsweiler 1","Uhldingen-Mühlhofen","German restaurant","94","Now: Usually a little busy"
"Restaurant Heuschober","4.3","986","€20–30","Allmannsweilerstraße 108","Friedrichshafen","Italian restaurant","91",
"Restaurant KONSTANTINOS Friedrichshafen","4.4","1148","€20–30","Teuringer Str. 18","Friedrichshafen","Greek restaurant","92",
"Adler","4.6","789","$121","Dr.-Zimmermann-Straße 2","Immenstaad","Restaurant","102","Less busy than usual"
"Clubhaus Restaurant","4.4","201","€20–30","Fischerstraße 20","Friedrichshafen","Restaurant","85",
"Landgasthof Linde in Hepbach, HOTEL & RESTAURANT","4.7","769","$110","Fürstenbergstraße 1","Markdorf","Hotel","84",
"Restaurant Wirtshaus am Gehrenberg","4.6","1269","€20–30","Am Gehrenberg 1","Markdorf","German restaurant","100",
"Hotel Restaurant Mainaublick","4.3","545","$179","Seefelder Str. 22","Uhldingen-Mühlhofen","Hotel","83",
"Restaurant zum Griechen - Isi Yilmaz","4.3","560","€20–30","Kapellenstraße 26","Kressbronn am Bodensee","Greek restaurant","82","Not too busy"
"China-Restaurant MEI JING","4.4","334","€10–20","Hauptstraße 32","Kressbronn am Bodensee","Chinese restaurant","86","Now: Usually a little busy"
"Restaurant - Pizzeria Due Fratelli","4.3","265","€10–20","Marktpl. 22","Langenargen","Restaurant","77","Less busy than usual"
"Restaurant Seelig","4.4","424","€20–30","Zur Therme 2","Konstanz","German restaurant","76","Now: Usually not too busy"
"Restaurant Pizzeria ""Da Rinno""","4.7","119","€10–20","Eugen-Bolz-Straße 10","Meckenbeuren","Restaurant","75","Now: Usually not too busy"
"Gasthof Krone Hotel & Restaurant","4.7","1180","$98","Fichtenburgstraße 10","Friedrichshafen","German restaurant","87","Less busy than usual"
"Restaurant Konstantinos","4.3","443","€20–30","Bahnhofstraße 18","Meckenbeuren","Greek restaurant","72","Now: Usually a little busy"
"Credo Restaurant","4.1","783","€10–30","Otto-Lilienthal-Straße 2","Friedrichshafen","Italian restaurant","71","Less busy than usual"
"Ana´s Bar Restaurant Friedrichshafen","4.9","128","€20–30","Hauptstraße 37","Friedrichshafen","Indian restaurant","73",
"Restaurant Am Häfele","4.2","1122","€20–30","Bachstraße 17","Immenstaad","German restaurant","70","Now: Usually not too busy"
"Restaurant Schwedenschenke","3.9","772","€20–30","Mainaustraße, Insel Mainau","Konstanz","Restaurant","81",
"Restaurant Waldhaus Jakob","4.2","465","€20–30","Eichhornstraße 84","Konstanz","Restaurant","67","Not too busy"
"Campinggaststätte Distelhausen - Köppl Daniel","4.4","335","€10–20","Distelhausen 3","Pielenhofen","Bavarian restaurant","155",
"Restaurant Zwischengrün","4.4","67","€20–30","Minoritenhof 1","Sinzing","Restaurant","154",
"UrbanCoffee","4.8","364","€1–10","Haidpl. 5","Regensburg","Cafe","152",
"Subway","4.1","383","€10–20","Globus Neutraubling, Pommernstraße 4","Neutraubling","Sandwich shop","151",
"Stella Eiscafé - Crêpes","4.8","757","€1–10","Brückstraße 2","Regensburg","Ice cream shop","150","Now: Usually not too busy"
"Vana Griechische Spezialitäten","1","3",,"Reichsstiftstraße 6","Regensburg","Gyro restaurant","148",
"Restaurant Peters","4.5","49","€20–30","Hirschlatter Str. 14","Friedrichshafen","Restaurant","68",
"Landgasthaus ""Altes Tor""","4.3","1013","€20–30","Hauptstraße 3","Pentling","Bavarian restaurant","153",
"Asia Restaurant Liu","4.2","2319","€20–30","Von-Seeckt-Straße 23","Regensburg","Asian restaurant","146",
"Bachmeier","2.8","32","$$","Friedenstraße 23","Regensburg","Bakery","144",
"Restaurant Pizzeria Pielmühle","4.4","275","€20–30","Regendorfer Str. 24","Lappersdorf","Pizza restaurant","143",
"Prösslbräu Adlersberg","4.4","2241",,"Dominikanerinnenstraße 2-3","Pettendorf","Beer garden","149",
"Hotel-Restaurant Wiendl","4.2","479","$72","Universitätsstraße 9","Regensburg","Restaurant","141",
"Restaurant-Landgasthof Spitzauer Penk","4.4","327",,"Löweneckstraße 1","Nittendorf","Restaurant","142",
"Delphi-Café-Bar-Restaurant","4.5","757","€20–30","Seestraße 20","Friedrichshafen","Mediterranean restaurant","59","Now: Usually a little busy"
"Restaurant Sonnenhof","4.6","12","€40–50","Sonnenhof 8","Kressbronn am Bodensee","Restaurant","56","Now: Usually a little busy"
"Restaurant Pizzeria Antica Mola","4.6","470","€10–20","Uhlandstraße 19","Regensburg","Italian restaurant","145",
"Zum Stachus Restaurant","4.3","109","€10–20","Lindenpl. 2","Wasserburg am Bodensee","Restaurant","55","Now: Usually a little busy"
"Sushi Daily","2.7","3",,"Donaustaufer Str. 128","Regensburg","Sushi takeaway","147",
"Restaurant Untertor","4.7","123","€20–30","Untertor 1-2","Markdorf","Restaurant","51",
"Restaurant La Piazza Uhldingen-Mühlhofen","4.2","584","€10–20","Linzgaustraße 32","Uhldingen-Mühlhofen","Italian restaurant","53","Now: Usually not too busy"
"Zeppelin Hangar","4.4","1022","$$$","Messestraße 134","Friedrichshafen","Restaurant","49","Not busy"
"Restaurant Hohenegg","4.2","1428","€20–30","Hoheneggstraße 45","Konstanz","German restaurant","48","Less busy than usual"
"Orient Express","4.2","147","€1–10","Charlottenstraße 1","Friedrichshafen","Turkish restaurant","45","A little busy"
"Restaurant Daniel´s","4.6","349","€20–30","Halbinselstraße 60","Wasserburg am Bodensee","Restaurant","46","Now: Usually a little busy"
"Hegestrand 3 - Restaurant Wasserburg - Cafe Wasserburg","4.3","2044","€20–30","Mooslachenstraße 3","Wasserburg am Bodensee","Restaurant","43","Less busy than usual"
"Michl Wirt","4.5","159","€10–20","Dorfstraße 10","Lappersdorf","Bavarian restaurant","140",
"Café Restaurant Fürstenhof","4.4","355","€10–20","Maximilianstraße 4","Regensburg","German restaurant","139",
"Öxle's Schwanenstüble - Partyservice","4.6","520","€20–30","Marktpl. 3","Markdorf","German restaurant","57","Less busy than usual"
"Walter Schlegl","4.3","89","$","Deutschherrnweg 4","Regensburg","Restaurant","137",
"Restaurant ""Cafe und mehr""","4.6","272","€10–20","Eckenerstraße 100","Friedrichshafen","Restaurant","54","Now: Usually a little busy"
"Asahi Sushi & More Regensburg","4.3","433","€20–30","Theodor-Storm-Straße 18","Regensburg","Japanese restaurant","135",
"Brasserie Chez Léon","4.4","1752","€10–30","Zollernstraße 1","Konstanz","Brasserie","41","A little busy"
"Kneitinger im Antoniushaus / Antonius-Gastro-GmbH","4.3","218","€20–30","Mühlweg 13","Regensburg","Restaurant","134",
"dean&david | Bowls, Salate, Curries & Snacks!","4.3","551","€10–20","Donau-Einkaufszentrum, Weichser Weg 5","Regensburg","Restaurant","133","Now: Usually not busy"
"Restaurant Athen","4.5","276","€10–20","Am Weiher 3","Nittendorf","Greek restaurant","132",
"Teruo Restaurant","4.6","321","€20–30","Amberger Str. 136","Regensburg","Asian restaurant","131",
"Kolpinghaus Regensburg Veranstaltungsstätte und Restaurant St. Erhard","4.3","777","$$","Adolph-Kolping-Straße 1","Regensburg","Restaurant","130",
"Haveli Indisches Restaurant","4.5","135","€10–20","Regensburger Str. 9","Barbing","Restaurant","127",
"Brazil - Bar, Restaurant, Cafe","4.3","514","€20–30","Prüfeninger Str. 106","Regensburg","Western restaurant","128",
"IKEA Restaurant Regensburg","3.4","82","€1–10","Sulzfeldstraße 7","Regensburg","Restaurant","138",
"Hotel Held","4.4","881","$107","Irl 11","Regensburg","Hotel","125",
"Bischofshof Braustuben","4.5","1019","$102","Dechbettener Str. 50","Regensburg","Bavarian restaurant","126",
"XXXL Restaurant Regensburg","3.3","316","€10–20","Restaurant im Möbelhaus, Sulzfeldstraße 1","Regensburg","Restaurant","129",
"991 | Soy Sushi & Panasian","4.4","399","€20–30","Drei-Mohren-Straße 1","Regensburg","Sushi restaurant","123","Not busy"
"Hotel-Restaurant Dechbettener Hof | Lieferdienst: Die rasenden Schweizer","4.7","629",,"Dechbetten 11","Regensburg","Restaurant","124",
"Bahar's Imbiss","3.4","95","€1–10","Fischmarkt 4","Regensburg","Snack bar","121","Now: Usually not busy"
"Defne","4.6","1219","€10–20","Theodor-Heuss-Straße 20","Konstanz","Turkish restaurant","40","A little busy"
"Restaurant Wirtshaus am Bächle","4.5","268","€10–20","Leonie-Fürst-Straße 11","Friedrichshafen","German restaurant","39","Less busy than usual"
"Steak & Burger House","4.1","457","€20–30","Friedrichstraße 69","Friedrichshafen","Restaurant","38",
"Bangkok Am See - Thailändische Spezialitäten | Restaurant","4.1","1600","€10–20","Seestraße 1","Friedrichshafen","Thai restaurant","36","Less busy than usual"
"McDonald's","3.4","643","€1–10","Friedenstraße 23","Regensburg","Fast food restaurant","122",
"Restaurant Hafenmeisterei","3.5","1857",,"Hafenstraße 3","Konstanz","Restaurant","32","Not busy"
"Constanzer Wirtshaus","4.4","6122","€20–30","Spanierstraße 3","Konstanz","German restaurant","31","Less busy than usual"
"Pizzeria La Pineta","4.6","746","€10–20","Regensburger Str. 1","Lappersdorf","Pizza restaurant","136",
"Deli","4.2","1781","££","Bodanstraße 1-3","Konstanz","Sushi restaurant","30","A little busy"
"Restaurant Wilder Mann","4.5","181","€30–40","Bismarckpl. 2","Meersburg","Restaurant","28","Now: Usually not too busy"
"Restaurant Pizzeria Rossini Konstanz","4.7","467","€20–30","Bahnhofstraße 4","Konstanz","Italian restaurant","35","Not too busy"
"Pizzeria Gelateria IL Gusto","4.4","337","€10–20","Puricellistraße 40","Regensburg","Pizza Takeout","120","Less busy than usual"
"Saloniki","4.6","913","€20–30","Schwabelweiser Kirchstraße 6","Regensburg","Greek restaurant","119",
"Lara's Imbiss","4","125","$","Fischmarkt 12","Regensburg","Snack bar","117",
"Sole Mio Italian Restaurant","4.2","130","€10–20","Königswiesenweg 2","Regensburg","Pizza restaurant","118",
"Restaurant Rosarium","4.3","788","€20–30","Hoppestraße 3A","Regensburg","Restaurant","116",
"Restaurant Korfu","4.3","279","€20–30","Regensburger Str. 31","Lappersdorf","Restaurant","115",
"Hotel Seehof (Restaurant)","4.4","91",,"Seefelder Str. 8","Uhldingen-Mühlhofen","Restaurant","26","Less busy than usual"
"EXIL Restaurant","4.5","216","€10–20","Weißgerbergraben 14","Regensburg","Restaurant","114",
"Café & Restaurant Am Schloßberg","4.6","410","€20–30","Schloßberg 1","Regenstauf","Restaurant","112",
"Restaurant Delphi","4.6","335","€20–30","Am Turm 11","Laaber","Greek restaurant","111",
"Restaurant Steg 4","3.6","1165","€20–30","Hafenstraße 8","Konstanz","German restaurant","29",
"Restaurant Brandner","4.4","37","€40–50","Müllerstraße 7","Regensburg","Restaurant","108",
"El Greco griechisches Restaurant","4.5","702","€20–30","Schwandorfer Str. 1","Regenstauf","Restaurant","109",
"Aska","4.8","165","€100+","Watmarkt 5","Regensburg","Sushi restaurant","107",
"Hotel Gasthof Schwanen","4.5","263","$126","Friedrichstraße 32","Friedrichshafen","Hotel","19",
"Mythos Greek Restaurant","4.4","171","€20–30","Heinrich-Heine-Straße 9","Friedrichshafen","Restaurant","20",
"Restaurant Dionyssos","4.5","159","€20–30","u. Regenstraße 7","Regensburg","Greek restaurant","106",
"Khoros Döner Pizza Pasta Burgweinting","4.6","751","€10–20","Langer Weg 2","Regensburg","Turkish restaurant","110","Less busy than usual"
"Bella Vista Friedrichshafen","4.4","3399","€20–30","Seestraße 12","Friedrichshafen","Italian restaurant","16","Less busy than usual"
"Restaurant Akropolis","4.3","875","€20–30","Leublfingstraße 9","Regensburg","Restaurant","113",
"Volare Bar Restaurant","4","170","€10–20","Am Flugpl. 64","Friedrichshafen","Italian restaurant","15",
"Restaurant Coming Home","4.7","307","€20–30","Ludwigstraße 6","Regensburg","Restaurant","103",
"Restaurant M-Town Kebap Treff","4.7","162","€1–10","Untertor 4","Markdorf","Turkish restaurant","17","Now: Usually not too busy"
"Restaurant 1220","4.7","104","€10–20","Steigstraße 5","Meersburg","Restaurant","14",
"mömax Restaurant Regensburg","3.7","105","€10–20","Sulzfeldstraße 1","Regensburg","Restaurant","105",
